species,observed_on,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,Pres_1,Pres_2,Pres_3,Pres_4,Pres_5,Pres_6,Pres_7,Pres_8,Pres_9,Pres_10,Pres_11,Pres_12,Pres_13,Pres_14,RelHum_1,RelHum_2,RelHum_3,RelHum_4,RelHum_5,RelHum_6,RelHum_7,RelHum_8,RelHum_9,RelHum_10,RelHum_11,RelHum_12,RelHum_13,RelHum_14,SpecHum_1,SpecHum_2,SpecHum_3,SpecHum_4,SpecHum_5,SpecHum_6,SpecHum_7,SpecHum_8,SpecHum_9,SpecHum_10,SpecHum_11,SpecHum_12,SpecHum_13,SpecHum_14,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,Tmax_1,Tmax_2,Tmax_3,Tmax_4,Tmax_5,Tmax_6,Tmax_7,Tmax_8,Tmax_9,Tmax_10,Tmax_11,Tmax_12,Tmax_13,Tmax_14,Tmin_1,Tmin_2,Tmin_3,Tmin_4,Tmin_5,Tmin_6,Tmin_7,Tmin_8,Tmin_9,Tmin_10,Tmin_11,Tmin_12,Tmin_13,Tmin_14,latitude,longitude,geometry,cod_prov,name,cod_ccaa,cartodb_id,created_at,updated_at,longitude_3035,latitude_3035,LC,elevation
,2021-11-05 00:00:00,1.3125,1.8125,2.0,0.6875,1.9375,2.4375,1.5625,0.875,0.0,0.5625,0.875,0.75,0.0625,0.125,88247.0,88256.0,88264.0,88210.0,88216.0,88260.0,88197.0,88155.0,88235.0,88418.0,88394.0,88334.0,88266.0,88337.0,66.125,68.8125,68.125,65.25,66.4375,65.5,70.875,63.25,59.625,73.9375,64.25,60.8125,57.0,57.5,0.014526367,0.014892578,0.014404297,0.01373291,0.014892578,0.014587402,0.015014648,0.013427734,0.012207031,0.0146484375,0.014282227,0.01373291,0.013366699,0.013305664,24.875,24.4375,24.125,24.0625,24.9375,24.5625,23.75,24.1875,23.8125,22.5625,24.6875,25.375,25.875,25.5625,29.5,29.125,28.875,28.8125,29.5,29.3125,28.5,29.375,29.5625,26.0625,29.3125,31.8125,31.375,30.5625,20.5,20.875,20.3125,20.8125,21.25,20.375,20.0,18.5,17.9375,19.3125,21.0,20.3125,19.875,19.8125,37.72149939761694,-1.2504618694746623,POINT (-1.2504618694746625 37.72149939761694),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.2504618694746623,37.72149939761694,13,170.0
,2018-01-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99663.0,99794.0,99849.0,99838.0,99960.0,99967.0,99858.0,99886.0,99837.0,99783.0,99718.0,99676.0,99658.0,99703.0,51.375,50.625,48.875,42.0625,40.1875,38.9375,42.6875,41.5625,45.125,44.6875,44.875,44.9375,43.4375,44.875,0.013183594,0.012878418,0.0119018555,0.00982666,0.009094238,0.009338379,0.010986328,0.010375977,0.01159668,0.011108398,0.011108398,0.011108398,0.010681152,0.011230469,29.375,29.5625,28.9375,28.5,27.75,28.375,29.4375,29.1875,29.4375,29.5,29.375,29.0,29.0625,29.3125,36.4375,36.5,35.9375,35.5,33.9375,34.0625,35.875,35.3125,35.875,36.4375,36.6875,35.8125,35.9375,36.0625,23.75,23.5,22.0625,21.25,21.625,23.375,24.0625,23.0625,23.375,22.75,23.0,22.875,22.875,23.3125,42.02637398401356,1.4204501492790769,POINT (1.4204501492790769 42.02637398401356),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,1.4204501492790769,42.02637398401356,24,657.0
,2015-09-10 00:00:00,0.125,1.5,0.25,0.125,0.5625,0.25,0.0625,0.0,1.125,0.1875,0.5,0.3125,0.4375,0.3125,101663.0,101602.0,101600.0,101647.0,101743.0,101711.0,101695.0,101598.0,101605.0,101685.0,101729.0,101706.0,101689.0,101683.0,78.125,81.25,74.375,76.0625,79.3125,81.4375,79.8125,78.5,81.3125,77.625,79.3125,80.75,78.125,76.8125,0.01550293,0.01574707,0.014587402,0.014831543,0.015258789,0.015686035,0.0154418945,0.015380859,0.01574707,0.015136719,0.015380859,0.0154418945,0.015136719,0.015014648,25.1875,24.8125,25.0,24.9375,24.6875,24.6875,24.8125,25.0,24.8125,24.9375,24.8125,24.625,24.875,25.0,25.5,25.125,25.3125,25.25,25.0625,25.0625,25.0625,25.3125,25.1875,25.1875,25.0625,24.875,25.125,25.1875,24.75,24.375,24.5625,24.6875,24.125,24.25,24.4375,24.625,24.5625,24.6875,24.625,23.9375,24.1875,24.6875,42.81422438939177,-8.690102082437932,POINT (-8.690102082437932 42.81422438939177),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-8.690102082437932,42.81422438939177,23,232.0
,2015-08-19 00:00:00,0.0,0.0625,0.3125,0.0625,0.75,0.1875,0.0625,0.5,0.3125,0.3125,0.6875,2.125,3.1875,0.4375,93529.0,93574.0,93758.0,93893.0,93869.0,93775.0,93799.0,93831.0,93797.0,93642.0,93805.0,93834.0,93745.0,93731.0,66.875,60.625,62.125,67.875,66.0,67.375,64.4375,68.125,71.875,70.4375,73.5,74.5625,75.1875,69.4375,0.012207031,0.010925293,0.011779785,0.011413574,0.011779785,0.012390137,0.01171875,0.012084961,0.012145996,0.012329102,0.011291504,0.012207031,0.012634277,0.012573242,22.4375,22.375,23.0,21.0,22.125,22.625,22.4375,21.875,21.0,21.6875,19.5625,20.4375,21.0,22.25,28.625,28.5625,28.1875,26.875,26.25,27.625,28.0625,27.0,23.8125,26.75,23.3125,23.6875,25.5625,26.8125,18.25,16.75,19.1875,15.5,19.0625,19.5,17.6875,17.9375,19.0,17.625,16.5,18.125,18.5,19.75,37.330943282901046,-3.5764807403875807,POINT (-3.5764807403875807 37.330943282901046),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-3.5764807403875807,37.330943282901046,17,824.0
,2015-06-25 00:00:00,0.0,0.0,0.3125,0.3125,0.125,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.3125,0.875,101266.0,101271.0,101179.0,101156.0,101172.0,101165.0,101092.0,100882.0,100722.0,100879.0,100870.0,100897.0,100918.0,100949.0,62.25,60.75,65.25,63.25,57.6875,58.0625,59.5625,68.6875,63.0625,56.4375,57.125,54.3125,60.3125,66.3125,0.013916016,0.013977051,0.014831543,0.014526367,0.013793945,0.013427734,0.01361084,0.015319824,0.014282227,0.013000488,0.013183594,0.012634277,0.014221191,0.0154418945,27.5,27.75,27.375,27.5,28.375,27.9375,27.5625,26.9375,27.625,27.6875,27.875,28.125,28.0,27.625,32.75,32.625,31.375,31.75,32.8125,32.5625,32.0625,30.0625,33.125,31.8125,32.875,33.0625,32.0,31.125,23.4375,24.125,24.1875,24.25,24.8125,23.375,24.5625,23.1875,23.625,24.125,24.0625,24.0625,24.4375,24.25,42.01012465292968,0.5398334863855894,POINT (0.5398334863855894 42.010124652929676),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,0.5398334863855894,42.01012465292968,12,704.0
,2015-01-11 00:00:00,0.0,0.0,0.0,0.0625,0.0,0.1875,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,100994.0,100973.0,101132.0,101154.0,101183.0,101056.0,100915.0,100999.0,101053.0,101001.0,101044.0,100932.0,100871.0,101063.0,78.9375,79.625,78.375,78.3125,77.875,77.0625,77.875,77.25,77.6875,78.3125,77.75,78.375,77.0625,78.125,0.0178833,0.0178833,0.01763916,0.017700195,0.017578125,0.017456055,0.01776123,0.01751709,0.017700195,0.017944336,0.0178833,0.018310547,0.017944336,0.018188477,27.3125,27.1875,27.25,27.3125,27.3125,27.375,27.4375,27.375,27.4375,27.5625,27.625,27.8125,27.8125,27.8125,27.4375,27.3125,27.5,27.5625,27.5,27.5625,27.6875,27.5,27.75,27.6875,27.8125,28.0,28.125,28.125,27.125,26.875,26.875,27.0,27.125,26.9375,27.0625,27.1875,27.25,27.375,27.375,27.5,27.5625,27.5625,40.448363071915765,-5.685713766316155,POINT (-5.685713766316155 40.448363071915765),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-5.685713766316155,40.448363071915765,21,1049.0
,2012-01-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.5625,0.0625,101014.0,100810.0,100788.0,100938.0,100943.0,100931.0,100885.0,100867.0,100899.0,101051.0,101233.0,101142.0,101162.0,101167.0,81.4375,82.625,83.375,81.25,79.625,77.625,78.875,81.5625,82.9375,83.5625,84.6875,86.6875,87.4375,85.1875,0.016906738,0.017028809,0.017211914,0.016784668,0.016418457,0.016235352,0.016418457,0.017211914,0.017456055,0.017822266,0.018127441,0.018493652,0.018737793,0.018310547,25.875,25.6875,25.75,25.8125,25.75,26.0,25.875,26.125,26.0625,26.3125,26.375,26.3125,26.375,26.5,26.0,25.875,25.9375,26.0625,26.0,26.3125,26.125,26.375,26.25,26.625,26.625,26.5,26.625,26.75,25.6875,25.5625,25.5625,25.4375,25.5,25.5625,25.5625,25.8125,25.8125,25.9375,26.0625,26.0,26.125,26.1875,41.89963360920291,-2.5456935275289254,POINT (-2.5456935275289254 41.89963360920291),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.5456935275289254,41.89963360920291,24,1215.0
,2016-06-09 00:00:00,1.6875,1.25,1.4375,1.1875,1.875,1.625,0.125,0.125,0.625,0.125,0.0,0.0,0.4375,1.75,101704.0,101693.0,101682.0,101658.0,101592.0,101465.0,101487.0,101580.0,101604.0,101584.0,101498.0,101536.0,101591.0,101619.0,81.4375,83.4375,78.75,80.9375,83.875,83.3125,78.1875,76.3125,75.875,74.9375,70.625,71.125,74.5625,78.75,0.016235352,0.016174316,0.016296387,0.017089844,0.017456055,0.01763916,0.016967773,0.016418457,0.016418457,0.016235352,0.0154418945,0.0154418945,0.01574707,0.016479492,25.25,24.8125,26.0,26.1875,26.0,26.25,26.625,26.5625,26.625,26.625,26.875,26.75,26.25,26.0625,25.8125,25.1875,26.6875,26.5625,26.5625,26.8125,26.9375,26.6875,26.9375,26.8125,27.0625,27.1875,26.4375,26.3125,24.9375,24.375,25.375,25.8125,25.375,25.5,26.375,26.4375,26.4375,26.4375,26.625,26.1875,26.0,25.875,42.523227569187895,-6.343813919620772,POINT (-6.3438139196207715 42.523227569187895),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-6.343813919620772,42.523227569187895,27,1169.0
,2022-07-18 00:00:00,0.125,0.125,0.25,0.9375,19.75,3.125,0.0,0.0,0.9375,0.1875,0.5,0.1875,0.0625,0.0,100756.0,100753.0,100710.0,100678.0,100610.0,100737.0,100917.0,100765.0,100743.0,100828.0,100908.0,100821.0,100669.0,100697.0,68.0625,66.5,71.0,76.6875,85.125,64.8125,61.625,61.75,69.25,66.625,67.25,65.125,63.8125,63.4375,0.013793945,0.013671875,0.014282227,0.014709473,0.015930176,0.01361084,0.012634277,0.012817383,0.013793945,0.013549805,0.0134887695,0.013549805,0.01373291,0.013183594,25.375,25.75,25.1875,24.25,23.625,26.125,25.8125,25.9375,24.875,25.3125,25.0625,25.75,26.375,25.8125,29.1875,30.6875,29.0,27.875,26.0625,31.5625,30.625,30.875,27.6875,28.6875,29.375,29.125,30.25,30.125,21.9375,22.0625,21.1875,21.875,22.0,21.875,21.875,22.125,22.8125,22.0625,22.0625,22.5625,22.875,21.5,41.14803010714485,-0.5079735372199252,POINT (-0.5079735372199252 41.14803010714485),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-0.5079735372199252,41.14803010714485,28,422.0
,2021-09-18 00:00:00,0.0625,0.0625,0.3125,0.4375,0.8125,0.3125,1.0,2.3125,0.4375,2.125,2.5625,0.375,0.4375,1.1875,101391.0,101238.0,101362.0,101446.0,101534.0,101579.0,101652.0,101768.0,101816.0,101720.0,101599.0,101586.0,101625.0,101610.0,77.5625,78.375,78.3125,79.375,76.375,76.0625,79.3125,81.6875,77.625,82.3125,80.375,76.8125,77.875,78.75,0.015563965,0.015563965,0.015991211,0.016052246,0.015380859,0.015075684,0.01586914,0.015625,0.015258789,0.016052246,0.015930176,0.015319824,0.01550293,0.015625,25.375,25.125,25.625,25.5,25.4375,25.1875,25.3125,24.625,25.125,24.875,25.1875,25.3125,25.3125,25.1875,27.0625,27.125,27.8125,27.125,27.5625,27.375,26.875,24.9375,26.5625,26.5,26.5625,27.3125,27.5625,27.1875,23.3125,23.25,24.0,23.6875,23.6875,23.5,24.3125,24.0625,23.4375,23.6875,23.875,23.375,23.375,23.1875,39.59568633700633,-7.397136723057827,POINT (-7.397136723057827 39.59568633700633),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-7.397136723057827,39.59568633700633,22,327.0
,2013-11-24 00:00:00,3.375,1.125,1.5,0.0,0.125,0.6875,4.75,0.5,24.25,49.875,3.0625,1.0,1.375,4.6875,91828.0,91747.0,91682.0,91643.0,91761.0,91766.0,91724.0,91778.0,91965.0,91820.0,91763.0,91808.0,91806.0,91761.0,78.375,76.625,77.25,67.25,69.25,78.125,80.5625,77.875,79.75,85.25,81.5,78.5,78.75,78.375,0.017333984,0.016601562,0.016906738,0.014221191,0.014831543,0.017700195,0.017822266,0.01751709,0.016296387,0.01751709,0.01776123,0.017150879,0.01751709,0.017456055,25.25,25.0,25.0625,25.0,25.125,25.5625,25.1875,25.5625,23.8125,23.8125,24.8125,25.0625,25.3125,25.25,29.75,30.0625,31.1875,30.875,30.625,30.5,29.75,30.4375,27.25,26.125,27.9375,29.9375,29.9375,30.3125,21.125,20.25,19.375,18.6875,19.25,20.6875,21.125,20.0625,20.75,22.25,21.8125,22.3125,21.0625,22.8125,39.97453691461752,3.994180395554082,POINT (3.994180395554082 39.97453691461752),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,3.994180395554082,39.97453691461752,21,96.0
