species,location,x,y,observed_on
,"(-7.484281357680345, 113.26137012318048)",113.26137012318048,-7.484281357680345,2016-09-18T00:00:00
,"(-66.31266497214853, 75.57600089955025)",75.57600089955025,-66.31266497214853,2019-12-12T00:00:00
,"(54.861499853653214, -19.594970086126324)",-19.594970086126324,54.861499853653214,2021-05-15T00:00:00
,"(2.1401664986604914, -108.2574133765431)",-108.2574133765431,2.1401664986604914,2017-01-23T00:00:00
,"(-80.3355246871261, 123.36591108671229)",123.36591108671229,-80.3355246871261,2020-08-28T00:00:00
,"(46.11023956532867, 66.14339697491329)",66.14339697491329,46.11023956532867,2011-02-24T00:00:00
,"(62.21714812866148, 62.72398611746053)",62.72398611746053,62.21714812866148,2013-01-02T00:00:00
,"(23.70076360393324, 176.262417472457)",176.262417472457,23.70076360393324,2021-06-12T00:00:00
,"(-82.71009717310073, 156.4352717927198)",156.4352717927198,-82.71009717310073,2014-12-02T00:00:00
,"(-48.25801855525681, -118.12572110763497)",-118.12572110763497,-48.25801855525681,2013-01-18T00:00:00
,"(-88.01930320435255, -170.4744492449651)",-170.4744492449651,-88.01930320435255,2012-12-03T00:00:00
,"(20.5160624226514, 36.03251364392307)",36.03251364392307,20.5160624226514,2011-01-14T00:00:00
,"(6.288916704743286, -154.8990971082355)",-154.8990971082355,6.288916704743286,2015-08-22T00:00:00
,"(47.81608339926359, 170.1225243870265)",170.1225243870265,47.81608339926359,2010-11-14T00:00:00
,"(45.994452234512266, -137.59474252401384)",-137.59474252401384,45.994452234512266,2012-10-01T00:00:00
,"(67.68255765488846, -123.33715184535842)",-123.33715184535842,67.68255765488846,2023-02-04T00:00:00
,"(-43.4872842994038, 147.443292884889)",147.443292884889,-43.4872842994038,2017-02-20T00:00:00
,"(-74.21907321318531, -42.21436361681347)",-42.21436361681347,-74.21907321318531,2015-08-13T00:00:00
,"(17.156123106971805, -0.011528001263428678)",-0.011528001263428678,17.156123106971805,2019-09-07T00:00:00
,"(11.341162811825399, -132.51981008112136)",-132.51981008112136,11.341162811825399,2019-12-08T00:00:00
,"(-43.204723374214254, -32.729531341064046)",-32.729531341064046,-43.204723374214254,2016-05-16T00:00:00
,"(-7.824500515545353, -169.6288837538715)",-169.6288837538715,-7.824500515545353,2018-05-25T00:00:00
,"(66.91632001016671, -59.314217717859634)",-59.314217717859634,66.91632001016671,2023-01-12T00:00:00
,"(70.11085179362712, -33.944401608235495)",-33.944401608235495,70.11085179362712,2013-06-18T00:00:00
,"(14.287466341102089, -64.99024049287648)",-64.99024049287648,14.287466341102089,2021-01-21T00:00:00
,"(-45.01330161977966, 156.25274964329355)",156.25274964329355,-45.01330161977966,2012-08-23T00:00:00
,"(45.65124853483027, -58.45351033959754)",-58.45351033959754,45.65124853483027,2022-12-26T00:00:00
,"(-37.9273337608541, -19.320966987969257)",-19.320966987969257,-37.9273337608541,2017-01-21T00:00:00
,"(46.94215455467338, -133.80320819443264)",-133.80320819443264,46.94215455467338,2018-01-14T00:00:00
,"(-28.13454454854849, 105.06331076113463)",105.06331076113463,-28.13454454854849,2011-10-19T00:00:00
,"(-12.514930152492198, 84.50443843443134)",84.50443843443134,-12.514930152492198,2021-07-18T00:00:00
,"(-35.06367858453471, -19.208738250888075)",-19.208738250888075,-35.06367858453471,2022-01-09T00:00:00
,"(35.63660314246496, 78.03777090586226)",78.03777090586226,35.63660314246496,2011-04-23T00:00:00
,"(4.133703655150768, -14.775305374960823)",-14.775305374960823,4.133703655150768,2012-02-03T00:00:00
,"(66.4295596209706, -48.20515968524683)",-48.20515968524683,66.4295596209706,2015-06-13T00:00:00
,"(3.059498070596888, -25.21635545150255)",-25.21635545150255,3.059498070596888,2012-04-09T00:00:00
,"(-82.08575134753372, -87.7363355376774)",-87.7363355376774,-82.08575134753372,2016-12-20T00:00:00
,"(54.48980518239014, 162.570192091271)",162.570192091271,54.48980518239014,2010-09-17T00:00:00
,"(-79.29889180010751, -53.71975467409814)",-53.71975467409814,-79.29889180010751,2019-02-04T00:00:00
,"(49.87928024216589, -65.90376715177443)",-65.90376715177443,49.87928024216589,2010-04-30T00:00:00
,"(55.87031624178502, -5.26806196224743)",-5.26806196224743,55.87031624178502,2019-05-28T00:00:00
,"(56.03831237439431, 31.009590846455865)",31.009590846455865,56.03831237439431,2019-12-21T00:00:00
,"(-36.15813274312338, -13.476597501114867)",-13.476597501114867,-36.15813274312338,2011-12-18T00:00:00
,"(33.94880188477893, -69.28755009966174)",-69.28755009966174,33.94880188477893,2018-11-22T00:00:00
,"(-25.682597088063716, 112.99886835208702)",112.99886835208702,-25.682597088063716,2015-02-11T00:00:00
,"(7.706709556685411, 132.34063192987975)",132.34063192987975,7.706709556685411,2021-01-09T00:00:00
,"(-72.52685165703977, -126.44701234211045)",-126.44701234211045,-72.52685165703977,2023-12-10T00:00:00
,"(-20.88795512890937, -33.03435893725208)",-33.03435893725208,-20.88795512890937,2014-03-19T00:00:00
,"(49.29450043070224, 123.54122910598977)",123.54122910598977,49.29450043070224,2015-08-29T00:00:00
,"(-27.457871621405673, 87.3606097235849)",87.3606097235849,-27.457871621405673,2023-07-16T00:00:00
,"(-37.22020847983459, -92.02464270948998)",-92.02464270948998,-37.22020847983459,2016-10-27T00:00:00
,"(-37.64684757098598, 61.92739266223475)",61.92739266223475,-37.64684757098598,2019-12-12T00:00:00
,"(84.12636070589946, 172.87162502776454)",172.87162502776454,84.12636070589946,2011-03-24T00:00:00
,"(62.62434648359033, -64.7707559188379)",-64.7707559188379,62.62434648359033,2012-03-11T00:00:00
,"(7.093608532398122, 16.892388430237077)",16.892388430237077,7.093608532398122,2019-01-08T00:00:00
,"(60.19178489339595, 137.32339908486608)",137.32339908486608,60.19178489339595,2022-06-18T00:00:00
,"(66.77695137522826, 63.76815427191025)",63.76815427191025,66.77695137522826,2010-07-02T00:00:00
,"(-67.5812061822229, 172.53127294673078)",172.53127294673078,-67.5812061822229,2018-09-12T00:00:00
,"(61.67679072771921, 90.3370069969929)",90.3370069969929,61.67679072771921,2022-03-02T00:00:00
,"(-65.66352479451109, -146.2429823313422)",-146.2429823313422,-65.66352479451109,2017-06-20T00:00:00
,"(50.12406659133504, 82.89462627486733)",82.89462627486733,50.12406659133504,2011-05-22T00:00:00
,"(34.20103309646113, -2.5270084481657022)",-2.5270084481657022,34.20103309646113,2012-06-15T00:00:00
,"(87.0780816315928, -66.9456016158828)",-66.9456016158828,87.0780816315928,2020-11-07T00:00:00
,"(-75.80945947043176, -106.17089055509005)",-106.17089055509005,-75.80945947043176,2018-12-24T00:00:00
,"(13.864859688515708, 157.36727452608562)",157.36727452608562,13.864859688515708,2023-09-20T00:00:00
,"(-45.9224773091596, 63.62224044900424)",63.62224044900424,-45.9224773091596,2018-09-22T00:00:00
,"(-7.421722756818767, 53.34203471675468)",53.34203471675468,-7.421722756818767,2021-10-12T00:00:00
,"(73.40501323622425, 16.85513261393234)",16.85513261393234,73.40501323622425,2019-07-23T00:00:00
,"(-86.69448068039783, -32.15277689617855)",-32.15277689617855,-86.69448068039783,2013-05-02T00:00:00
,"(35.03414169653284, 177.24902951839118)",177.24902951839118,35.03414169653284,2013-12-10T00:00:00
,"(-41.29062270165012, 11.978985135931168)",11.978985135931168,-41.29062270165012,2023-01-19T00:00:00
,"(-65.49521709185694, -13.05178658898484)",-13.05178658898484,-65.49521709185694,2016-05-01T00:00:00
,"(-16.47705433244579, -0.7753739387154326)",-0.7753739387154326,-16.47705433244579,2021-06-04T00:00:00
,"(59.219072956727615, -179.7551253445501)",-179.7551253445501,59.219072956727615,2015-09-10T00:00:00
,"(-50.79064786164014, 140.74637234124583)",140.74637234124583,-50.79064786164014,2021-12-21T00:00:00
,"(-18.418909712854983, -28.74849455281685)",-28.74849455281685,-18.418909712854983,2023-07-17T00:00:00
,"(6.101345852757575, 7.771814728050629)",7.771814728050629,6.101345852757575,2014-01-02T00:00:00
,"(40.270342026751166, -56.20736252865942)",-56.20736252865942,40.270342026751166,2022-12-08T00:00:00
,"(-63.38579086116124, 158.94047946639108)",158.94047946639108,-63.38579086116124,2021-04-16T00:00:00
,"(-76.13708867581069, 13.715383465036155)",13.715383465036155,-76.13708867581069,2016-05-25T00:00:00
,"(-7.024804605855039, -148.51226981724355)",-148.51226981724355,-7.024804605855039,2023-02-02T00:00:00
,"(-10.843461349153714, -117.30614620151844)",-117.30614620151844,-10.843461349153714,2015-11-04T00:00:00
,"(56.65994684141563, 68.33224464370721)",68.33224464370721,56.65994684141563,2023-07-03T00:00:00
,"(87.91749603393248, 104.82149005301756)",104.82149005301756,87.91749603393248,2012-05-22T00:00:00
,"(-20.87851220377904, -7.938112310811022)",-7.938112310811022,-20.87851220377904,2019-03-14T00:00:00
,"(-41.60826956905508, 143.31540190966518)",143.31540190966518,-41.60826956905508,2023-11-21T00:00:00
,"(18.693007298928038, 32.30830404013298)",32.30830404013298,18.693007298928038,2022-03-27T00:00:00
,"(-73.64828945733032, -63.326505736645316)",-63.326505736645316,-73.64828945733032,2023-04-02T00:00:00
,"(-36.06418493215676, 116.33664650342007)",116.33664650342007,-36.06418493215676,2017-10-14T00:00:00
,"(37.19918175061221, -13.4577816991887)",-13.4577816991887,37.19918175061221,2020-03-02T00:00:00
,"(-3.525071964196499, -74.91369558094952)",-74.91369558094952,-3.525071964196499,2019-03-12T00:00:00
,"(20.714781110814698, 98.48561877934014)",98.48561877934014,20.714781110814698,2022-06-12T00:00:00
,"(15.170355262288524, 2.0804782123243513)",2.0804782123243513,15.170355262288524,2020-01-10T00:00:00
,"(63.999427141773566, -3.8557325779708833)",-3.8557325779708833,63.999427141773566,2018-01-16T00:00:00
,"(-36.54561802807536, 95.65860118613955)",95.65860118613955,-36.54561802807536,2016-12-09T00:00:00
,"(18.893566627278787, 10.10482177565504)",10.10482177565504,18.893566627278787,2018-02-04T00:00:00
,"(-69.66948900760845, 154.95785088280167)",154.95785088280167,-69.66948900760845,2018-10-31T00:00:00
,"(-25.57601726991099, -12.491101726989342)",-12.491101726989342,-25.57601726991099,2014-06-05T00:00:00
,"(69.22574432832164, 160.16636821347993)",160.16636821347993,69.22574432832164,2012-06-13T00:00:00
,"(-83.93734306766832, 177.88105461494013)",177.88105461494013,-83.93734306766832,2022-03-31T00:00:00
,"(-53.08260137512021, 149.00703951540123)",149.00703951540123,-53.08260137512021,2020-02-10T00:00:00
,"(6.727651957516457, 18.61616012401359)",18.61616012401359,6.727651957516457,2011-12-13T00:00:00
,"(-34.8996049915206, -120.47048019209467)",-120.47048019209467,-34.8996049915206,2015-10-02T00:00:00
,"(-14.053874095063748, -81.17266296982108)",-81.17266296982108,-14.053874095063748,2014-11-13T00:00:00
,"(57.33683502814165, -21.726544341862677)",-21.726544341862677,57.33683502814165,2022-06-01T00:00:00
,"(24.435889429488483, -86.24266644366226)",-86.24266644366226,24.435889429488483,2011-10-04T00:00:00
,"(40.65589305145454, 52.07397180462522)",52.07397180462522,40.65589305145454,2022-02-15T00:00:00
,"(38.099317052224194, -21.04557098066573)",-21.04557098066573,38.099317052224194,2012-03-10T00:00:00
,"(-3.347025987901361, -174.26614765071335)",-174.26614765071335,-3.347025987901361,2019-01-16T00:00:00
,"(17.39695588644861, 84.78113767682834)",84.78113767682834,17.39695588644861,2012-05-01T00:00:00
,"(-68.84502849441287, -63.4315743768899)",-63.4315743768899,-68.84502849441287,2019-06-19T00:00:00
,"(51.062327948893426, -1.8016406008040065)",-1.8016406008040065,51.062327948893426,2021-08-01T00:00:00
,"(-54.23990221989413, 90.54218725820607)",90.54218725820607,-54.23990221989413,2017-01-08T00:00:00
,"(29.297443460281187, -81.05811479805871)",-81.05811479805871,29.297443460281187,2021-09-05T00:00:00
,"(-69.64465847281653, -127.50545435099153)",-127.50545435099153,-69.64465847281653,2020-03-20T00:00:00
,"(-53.458024939415466, -131.27180728724898)",-131.27180728724898,-53.458024939415466,2016-05-12T00:00:00
,"(37.967345444679566, 93.74270902705933)",93.74270902705933,37.967345444679566,2017-07-26T00:00:00
,"(-29.660078930845003, 20.226303864344544)",20.226303864344544,-29.660078930845003,2020-03-16T00:00:00
,"(-57.12522449966825, -101.07921362378082)",-101.07921362378082,-57.12522449966825,2020-07-06T00:00:00
,"(-13.291427086547984, -139.0283022579968)",-139.0283022579968,-13.291427086547984,2015-06-28T00:00:00
,"(-61.26575189274023, 23.049883846794586)",23.049883846794586,-61.26575189274023,2010-01-25T00:00:00
,"(9.243252053201473, 49.08969725456302)",49.08969725456302,9.243252053201473,2015-12-05T00:00:00
,"(-37.76038386688549, -122.78536291918553)",-122.78536291918553,-37.76038386688549,2011-05-02T00:00:00
,"(-40.07188125507887, 164.50522449751332)",164.50522449751332,-40.07188125507887,2016-10-02T00:00:00
,"(-83.51579755144209, 118.77520439496351)",118.77520439496351,-83.51579755144209,2011-10-30T00:00:00
,"(85.02734529915807, 18.825256648198632)",18.825256648198632,85.02734529915807,2023-04-09T00:00:00
,"(43.558667960666156, 178.16639925704072)",178.16639925704072,43.558667960666156,2021-07-27T00:00:00
,"(66.60842169724398, 179.0777844832403)",179.0777844832403,66.60842169724398,2010-11-02T00:00:00
,"(78.41861083083174, 79.18238811546456)",79.18238811546456,78.41861083083174,2018-02-25T00:00:00
,"(-66.3826113363541, -119.36753480909235)",-119.36753480909235,-66.3826113363541,2010-02-28T00:00:00
,"(77.12268220681466, -20.01493980139432)",-20.01493980139432,77.12268220681466,2018-08-09T00:00:00
,"(66.95536385339784, 7.592917325853904)",7.592917325853904,66.95536385339784,2022-03-15T00:00:00
,"(-62.232792263320064, -88.85436697058884)",-88.85436697058884,-62.232792263320064,2010-03-21T00:00:00
,"(23.025586960422885, -11.397089230350986)",-11.397089230350986,23.025586960422885,2013-06-10T00:00:00
,"(30.895813556950742, -93.81888905686088)",-93.81888905686088,30.895813556950742,2012-03-30T00:00:00
,"(38.41045337035894, -125.78801742331672)",-125.78801742331672,38.41045337035894,2023-05-24T00:00:00
,"(-62.75768108417864, 12.491115412410494)",12.491115412410494,-62.75768108417864,2010-05-07T00:00:00
,"(32.053814973103016, 107.36568422604341)",107.36568422604341,32.053814973103016,2016-10-23T00:00:00
,"(57.69371950684905, 103.15850710467407)",103.15850710467407,57.69371950684905,2015-09-24T00:00:00
,"(-31.63360358639592, 65.1416820024225)",65.1416820024225,-31.63360358639592,2019-03-26T00:00:00
,"(-38.146774079573404, 1.6511570929894503)",1.6511570929894503,-38.146774079573404,2012-08-14T00:00:00
,"(-47.33900134531328, 8.253800158177853)",8.253800158177853,-47.33900134531328,2021-03-29T00:00:00
,"(-59.81299276473258, -52.54959130508195)",-52.54959130508195,-59.81299276473258,2015-12-21T00:00:00
,"(46.8737851461664, 46.48760022270082)",46.48760022270082,46.8737851461664,2018-11-04T00:00:00
,"(-43.377011796215484, 150.32319177840355)",150.32319177840355,-43.377011796215484,2021-03-03T00:00:00
,"(-51.5723901045895, 155.62499076641632)",155.62499076641632,-51.5723901045895,2021-02-08T00:00:00
,"(87.3239069457228, 93.68372617474171)",93.68372617474171,87.3239069457228,2014-02-08T00:00:00
,"(89.86836503044287, 55.644637980672115)",55.644637980672115,89.86836503044287,2020-01-06T00:00:00
,"(0.3889451960010746, -144.42070207011272)",-144.42070207011272,0.3889451960010746,2015-08-21T00:00:00
,"(44.24409949665568, -135.82920835823805)",-135.82920835823805,44.24409949665568,2020-02-06T00:00:00
,"(-0.7433534160106916, -58.72176406801981)",-58.72176406801981,-0.7433534160106916,2015-08-18T00:00:00
,"(4.413373273417889, -56.61063453856829)",-56.61063453856829,4.413373273417889,2014-07-07T00:00:00
,"(16.484026162139273, 27.834767409849007)",27.834767409849007,16.484026162139273,2010-05-01T00:00:00
,"(46.20172043646701, 131.05426278573594)",131.05426278573594,46.20172043646701,2014-01-22T00:00:00
,"(-8.117666642769848, 72.21722192888484)",72.21722192888484,-8.117666642769848,2011-01-29T00:00:00
,"(34.24449161549336, 106.48234041138954)",106.48234041138954,34.24449161549336,2015-03-07T00:00:00
,"(41.40890871560393, 48.184941654578495)",48.184941654578495,41.40890871560393,2014-04-11T00:00:00
,"(-55.941259182062645, -151.04628851939165)",-151.04628851939165,-55.941259182062645,2012-06-17T00:00:00
,"(-51.54903435327162, 47.538448618451014)",47.538448618451014,-51.54903435327162,2023-01-18T00:00:00
,"(3.3020694384561153, 32.36394448558798)",32.36394448558798,3.3020694384561153,2015-12-01T00:00:00
,"(47.79111101657318, 151.09494104853474)",151.09494104853474,47.79111101657318,2013-10-14T00:00:00
,"(-85.0816835537941, -119.5239847460705)",-119.5239847460705,-85.0816835537941,2017-04-29T00:00:00
